Time step,Max. Min-Max Reward
100,-0.987
200,-0.987
300,-0.987
400,-0.987
500,-0.987
600,-0.987
700,-0.987
800,-0.987
900,-0.987
1000,-0.987
1100,-0.987
1200,-0.987
1300,-0.987
1400,-0.987
1500,-0.987
1600,-0.987
1700,-0.987
1800,-0.987
1900,-0.987
2000,-0.987
2100,-0.987
2200,-0.987
2300,-0.987
2400,-0.987
2500,-0.987
2600,-0.987
2700,-0.987
2800,-0.987
2900,-0.987
3000,-0.987
3100,-0.987
3200,-0.987
3300,-0.987
3400,-0.987
3500,-0.987
3600,-0.987
3700,-0.987
3800,-0.987
3900,-0.987
4000,-0.987
4100,-0.987
4200,-0.987
4300,-0.987
4400,-0.987
4500,-0.987
4600,-0.987
4700,-0.987
4800,-0.987
4900,-0.987
5000,-0.987
5100,-0.987
5200,-0.987
5300,-0.987
5400,-0.987
5500,-0.987
5600,-0.987
5700,-0.987
5800,-0.987
5900,-0.987
6000,-0.987
6100,-0.987
6200,-0.987
6300,-0.987
6400,-0.987
6500,-0.987
6600,-0.987
6700,-0.987
6800,-0.987
6900,-0.987
7000,-0.987
7100,-0.987
7200,-0.987
7300,-0.987
7400,-0.987
7500,-0.987
7600,-0.987
7700,-0.987
7800,-0.987
7900,-0.987
8000,-0.987
8100,-0.987
8200,-0.987
8300,-0.987
8400,-0.987
8500,-0.987
8600,-0.987
8700,-0.987
8800,-0.987
8900,-0.987
9000,-0.987
9100,-0.987
9200,-0.987
9300,-0.987
9400,-0.987
9500,-0.987
9600,-0.987
9700,-0.987
9800,-0.987
9900,-0.987
10000,-0.987
10100,-0.987
10200,-0.987
10300,-0.987
10400,-0.987
10500,-0.987
10600,-0.987
10700,-0.987
10800,-0.987
10900,-0.987
11000,-0.987
11100,-0.987
11200,-0.987
11300,-0.987
11400,-0.987
11500,-0.987
11600,-0.987
11700,-0.987
11800,-0.987
11900,-0.987
12000,-0.987
12100,-0.987
12200,-0.987
12300,-0.987
12400,-0.987
12500,-0.987
12600,-0.987
12700,-0.987
12800,-0.987
12900,-0.987
13000,-0.987
13100,-0.987
13200,-0.987
13300,-0.987
13400,-0.987
13500,-0.987
13600,-0.987
13700,-0.987
13800,-0.987
13900,-0.987
14000,-0.987
14100,-0.987
14200,-0.987
14300,-0.987
14400,-0.987
14500,-0.987
14600,-0.987
14700,-0.987
14800,-0.987
14900,-0.987
15000,-0.987
15100,-0.987
15200,-0.987
15300,-0.987
15400,-0.987
15500,-0.987
15600,-0.987
15700,-0.987
15800,-0.987
15900,-0.987
16000,-0.987
16100,-0.987
16200,-0.987
16300,-0.987
16400,-0.987
16500,-0.987
16600,-0.987
16700,-0.987
16800,-0.987
16900,-0.987
17000,-0.987
17100,-0.987
17200,-0.987
17300,-0.987
17400,-0.987
17500,-0.987
17600,-0.987
17700,-0.987
17800,-0.987
17900,-0.987
18000,-0.987
18100,-0.987
18200,-0.987
18300,-0.987
18400,-0.987
18500,-0.987
18600,-0.987
18700,-0.987
18800,-0.987
18900,-0.987
19000,-0.987
19100,-0.987
19200,-0.987
19300,-0.987
19400,-0.987
19500,-0.987
19600,-0.987
19700,-0.987
19800,-0.987
19900,-0.987
20000,-0.987
20100,-0.987
20200,-0.987
20300,-0.987
20400,-0.987
20500,-0.987
20600,-0.987
20700,-0.987
20800,-0.987
20900,-0.987
21000,-0.987
21100,-0.987
21200,-0.987
21300,-0.987
21400,-0.987
21500,-0.987
21600,-0.987
21700,-0.987
21800,-0.987
21900,-0.987
22000,-0.987
22100,-0.987
22200,-0.987
22300,-0.987
22400,-0.987
22500,-0.987
22600,-0.987
22700,-0.987
22800,-0.987
22900,-0.987
23000,-0.987
23100,-0.987
23200,-0.987
23300,-0.987
23400,-0.987
23500,-0.987
23600,-0.987
23700,-0.987
23800,-0.987
23900,-0.987
24000,-0.987
24100,-0.987
24200,-0.987
24300,-0.987
24400,-0.987
24500,-0.987
24600,-0.987
24700,-0.987
24800,-0.987
24900,-0.987
25000,-0.987
25100,-0.987
25200,-0.987
25300,-0.987
25400,-0.987
25500,-0.987
25600,-0.987
25700,-0.987
25800,-0.987
25900,-0.987
26000,-0.987
26100,-0.987
26200,-0.987
26300,-0.987
26400,-0.987
26500,-0.987
26600,-0.987
26700,-0.987
26800,-0.987
26900,-0.987
27000,-0.987
27100,-0.987
27200,-0.987
