L (RIS Elements),Min-Max Peak Reward,User 1,User 2,User 3,User 4,User 5,User 6,User 7,User 8,Outages
L = 64,-0.985,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,8 users starved (<1.0 bps/Hz)
