Time step,Max. Min-Max Reward
66200,-0.983
66300,-0.983
66400,-0.983
66500,-0.983
66600,-0.983
66700,-0.983
66800,-0.983
66900,-0.983
67000,-0.983
67100,-0.983
67200,-0.983
67300,-0.983
67400,-0.983
67500,-0.983
67600,-0.983
67700,-0.983
67800,-0.983
67900,-0.983
68000,-0.983
68100,-0.983
68200,-0.983
68300,-0.983
68400,-0.983
68500,-0.983
68600,-0.983
68700,-0.983
68800,-0.983
68900,-0.983
69000,-0.983
69100,-0.983
69200,-0.983
69300,-0.983
69400,-0.983
69500,-0.983
69600,-0.983
69700,-0.983
69800,-0.983
69900,-0.983
70000,-0.983
70100,-0.983
70200,-0.983
70300,-0.983
70400,-0.983
70500,-0.983
70600,-0.983
70700,-0.983
70800,-0.983
70900,-0.983
71000,-0.983
71100,-0.983
71200,-0.983
71300,-0.983
71400,-0.983
71500,-0.983
71600,-0.983
71700,-0.983
71800,-0.983
71900,-0.983
72000,-0.983
72100,-0.983
72200,-0.983
72300,-0.983
72400,-0.983
72500,-0.983
72600,-0.983
72700,-0.983
72800,-0.983
72900,-0.983
73000,-0.983
73100,-0.983
73200,-0.983
73300,-0.983
73400,-0.983
73500,-0.983
73600,-0.983
73700,-0.983
73800,-0.983
73900,-0.983
74000,-0.983
74100,-0.983
74200,-0.983
74300,-0.983
74400,-0.983
74500,-0.983
74600,-0.983
74700,-0.983
74800,-0.983
74900,-0.983
75000,-0.983
75100,-0.983
75200,-0.983
75300,-0.983
75400,-0.983
75500,-0.983
75600,-0.983
75700,-0.983
75800,-0.983
75900,-0.983
76000,-0.983
76100,-0.983
76200,-0.983
76300,-0.983
76400,-0.983
76500,-0.983
76600,-0.983
76700,-0.983
76800,-0.983
76900,-0.983
77000,-0.983
77100,-0.983
77200,-0.983
77300,-0.983
77400,-0.983
77500,-0.983
77600,-0.983
77700,-0.983
77800,-0.983
77900,-0.983
78000,-0.983
78100,-0.983
78200,-0.983
78300,-0.983
78400,-0.983
78500,-0.983
78600,-0.983
78700,-0.983
78800,-0.983
78900,-0.983
79000,-0.983
79100,-0.983
79200,-0.983
79300,-0.983
79400,-0.983
79500,-0.983
79600,-0.983
79700,-0.983
79800,-0.983
79900,-0.983
80000,-0.983
80100,-0.983
80200,-0.983
80300,-0.983
80400,-0.983
80500,-0.983
80600,-0.983
80700,-0.983
80800,-0.983
80900,-0.983
81000,-0.983
81100,-0.983
81200,-0.983
81300,-0.983
81400,-0.983
81500,-0.983
81600,-0.983
81700,-0.983
81800,-0.983
81900,-0.983
82000,-0.983
82100,-0.983
82200,-0.983
82300,-0.983
82400,-0.983
82500,-0.983
82600,-0.983
82700,-0.983
82800,-0.983
82900,-0.983
83000,-0.983
83100,-0.983
83200,-0.983
83300,-0.983
83400,-0.983
83500,-0.983
83600,-0.983
83700,-0.983
83800,-0.983
83900,-0.983
84000,-0.983
84100,-0.983
84200,-0.983
84300,-0.983
84400,-0.983
84500,-0.983
84600,-0.983
84700,-0.983
84800,-0.983
84900,-0.983
85000,-0.983
85100,-0.983
85200,-0.983
85300,-0.983
85400,-0.983
85500,-0.983
85600,-0.983
85700,-0.983
85800,-0.983
85900,-0.983
86000,-0.983
86100,-0.983
86200,-0.983
86300,-0.983
86400,-0.983
86500,-0.983
86600,-0.983
86700,-0.983
86800,-0.983
86900,-0.983
87000,-0.983
87100,-0.983
87200,-0.983
87300,-0.983
87400,-0.983
87500,-0.983
87600,-0.983
87700,-0.983
87800,-0.983
87900,-0.983
88000,-0.983
88100,-0.983
88200,-0.983
88300,-0.983
88400,-0.983
88500,-0.983
88600,-0.983
88700,-0.983
88800,-0.983
88900,-0.983
89000,-0.983
89100,-0.983
89200,-0.983
89300,-0.983
89400,-0.983
89500,-0.983
89600,-0.983
89700,-0.983
89800,-0.983
89900,-0.983
90000,-0.983
90100,-0.983
90200,-0.983
90300,-0.983
90400,-0.983
90500,-0.983
90600,-0.983
90700,-0.983
90800,-0.983
90900,-0.983
91000,-0.983
91100,-0.983
91200,-0.983
91300,-0.983
91400,-0.983
91500,-0.983
91600,-0.983
91700,-0.983
91800,-0.983
91900,-0.983
92000,-0.983
92100,-0.983
92200,-0.983
92300,-0.983
92400,-0.983
92500,-0.983
92600,-0.983
92700,-0.983
92800,-0.983
92900,-0.983
93000,-0.983
93100,-0.983
93200,-0.983
93300,-0.983
93400,-0.983
93500,-0.983
93600,-0.983
93700,-0.983
93800,-0.983
93900,-0.983
94000,-0.983
94100,-0.983
94200,-0.983
94300,-0.983
94400,-0.983
94500,-0.983
94600,-0.983
94700,-0.983
94800,-0.983
94900,-0.983
95000,-0.983
95100,-0.983
95200,-0.983
95300,-0.983
95400,-0.983
95500,-0.983
95600,-0.983
95700,-0.983
95800,-0.983
95900,-0.983
96000,-0.983
96100,-0.983
96200,-0.983
96300,-0.983
96400,-0.983
96500,-0.983
96600,-0.983
96700,-0.983
96800,-0.983
96900,-0.983
97000,-0.983
97100,-0.983
97200,-0.983
97300,-0.983
97400,-0.983
97500,-0.983
97600,-0.983
97700,-0.983
97800,-0.983
97900,-0.983
98000,-0.983
98100,-0.983
98200,-0.983
98300,-0.983
98400,-0.983
98500,-0.983
98600,-0.983
98700,-0.983
98800,-0.983
98900,-0.983
99000,-0.983
99100,-0.983
99200,-0.983
99300,-0.983
99400,-0.983
99500,-0.983
99600,-0.983
99700,-0.983
99800,-0.983
99900,-0.983
100000,-0.983
100100,-0.983
100200,-0.983
100300,-0.983
