Time step,Max. Min-Max Reward
100,-0.99
200,-0.99
300,-0.99
400,-0.99
500,-0.99
600,-0.99
700,-0.99
800,-0.988
900,-0.988
1000,-0.988
1100,-0.988
1200,-0.988
1300,-0.988
1400,-0.988
1500,-0.988
1600,-0.988
1700,-0.988
1800,-0.988
1900,-0.988
2000,-0.988
2100,-0.988
2200,-0.988
2300,-0.988
2400,-0.988
2500,-0.988
2600,-0.988
2700,-0.988
2800,-0.988
2900,-0.988
3000,-0.988
3100,-0.988
3200,-0.988
3300,-0.988
3400,-0.988
3500,-0.988
3600,-0.988
3700,-0.988
3800,-0.988
3900,-0.988
4000,-0.988
4100,-0.988
4200,-0.988
4300,-0.988
4400,-0.988
4500,-0.988
4600,-0.988
4700,-0.988
4800,-0.988
4900,-0.988
5000,-0.988
5100,-0.988
5200,-0.988
5300,-0.988
5400,-0.988
5500,-0.988
5600,-0.988
5700,-0.988
5800,-0.988
5900,-0.988
6000,-0.988
6100,-0.988
6200,-0.988
6300,-0.988
6400,-0.988
6500,-0.988
6600,-0.988
6700,-0.988
6800,-0.988
6900,-0.988
7000,-0.988
7100,-0.988
7200,-0.988
7300,-0.988
7400,-0.988
7500,-0.988
7600,-0.988
7700,-0.988
7800,-0.988
7900,-0.988
8000,-0.988
8100,-0.988
8200,-0.988
8300,-0.988
8400,-0.988
8500,-0.988
8600,-0.988
8700,-0.988
8800,-0.988
8900,-0.988
9000,-0.988
9100,-0.988
9200,-0.988
9300,-0.988
9400,-0.988
9500,-0.988
9600,-0.988
9700,-0.988
9800,-0.988
9900,-0.988
10000,-0.988
10100,-0.988
10200,-0.988
10300,-0.988
10400,-0.988
10500,-0.988
10600,-0.988
10700,-0.988
10800,-0.988
10900,-0.988
11000,-0.988
11100,-0.988
11200,-0.988
11300,-0.988
11400,-0.988
11500,-0.988
11600,-0.988
11700,-0.988
11800,-0.988
11900,-0.988
12000,-0.988
12100,-0.988
12200,-0.988
12300,-0.988
12400,-0.988
12500,-0.988
12600,-0.988
12700,-0.988
12800,-0.988
12900,-0.988
13000,-0.988
13100,-0.988
13200,-0.988
13300,-0.988
13400,-0.988
13500,-0.988
13600,-0.988
13700,-0.988
13800,-0.988
13900,-0.988
14000,-0.988
14100,-0.988
