Time step,Max. Min-Max Reward
100,-0.991
200,-0.991
300,-0.991
400,-0.991
500,-0.991
600,-0.991
700,-0.991
800,-0.991
900,-0.991
1000,-0.991
1100,-0.991
1200,-0.991
1300,-0.99
1400,-0.99
1500,-0.99
1600,-0.989
1700,-0.989
1800,-0.989
1900,-0.989
2000,-0.989
2100,-0.989
2200,-0.989
2300,-0.989
2400,-0.989
2500,-0.989
2600,-0.989
2700,-0.989
2800,-0.989
2900,-0.989
3000,-0.989
3100,-0.989
3200,-0.989
3300,-0.989
3400,-0.989
3500,-0.989
3600,-0.989
3700,-0.989
3800,-0.989
3900,-0.989
4000,-0.989
4100,-0.989
4200,-0.989
4300,-0.989
4400,-0.989
4500,-0.989
4600,-0.989
4700,-0.989
4800,-0.989
4900,-0.989
5000,-0.989
5100,-0.989
5200,-0.989
5300,-0.989
5400,-0.989
5500,-0.989
5600,-0.989
5700,-0.989
5800,-0.989
5900,-0.989
6000,-0.989
6100,-0.989
6200,-0.989
6300,-0.989
6400,-0.989
6500,-0.989
6600,-0.989
6700,-0.989
6800,-0.989
6900,-0.989
7000,-0.989
7100,-0.989
7200,-0.989
7300,-0.989
7400,-0.989
7500,-0.989
7600,-0.989
7700,-0.989
7800,-0.989
7900,-0.989
8000,-0.989
8100,-0.989
8200,-0.989
8300,-0.989
8400,-0.989
8500,-0.989
8600,-0.989
8700,-0.989
8800,-0.989
8900,-0.989
9000,-0.989
9100,-0.989
9200,-0.989
9300,-0.989
9400,-0.989
9500,-0.989
9600,-0.989
9700,-0.989
9800,-0.989
9900,-0.989
10000,-0.989
10100,-0.989
10200,-0.989
10300,-0.989
10400,-0.989
10500,-0.989
10600,-0.989
10700,-0.989
10800,-0.989
10900,-0.989
11000,-0.989
11100,-0.989
11200,-0.989
11300,-0.989
11400,-0.989
11500,-0.989
11600,-0.989
11700,-0.989
11800,-0.989
11900,-0.989
12000,-0.989
12100,-0.989
12200,-0.989
12300,-0.989
12400,-0.989
12500,-0.989
12600,-0.989
12700,-0.989
12800,-0.989
12900,-0.989
13000,-0.989
13100,-0.989
13200,-0.989
13300,-0.989
13400,-0.989
13500,-0.989
13600,-0.989
13700,-0.989
13800,-0.989
13900,-0.989
14000,-0.989
14100,-0.989
14200,-0.989
14300,-0.989
14400,-0.989
14500,-0.989
14600,-0.989
14700,-0.989
14800,-0.988
14900,-0.988
15000,-0.988
15100,-0.988
15200,-0.988
15300,-0.988
15400,-0.988
15500,-0.988
15600,-0.988
15700,-0.988
15800,-0.988
15900,-0.988
16000,-0.988
16100,-0.988
16200,-0.988
16300,-0.988
16400,-0.988
16500,-0.988
16600,-0.988
16700,-0.988
16800,-0.988
16900,-0.988
17000,-0.988
17100,-0.988
17200,-0.988
17300,-0.988
17400,-0.988
17500,-0.988
17600,-0.988
17700,-0.988
17800,-0.988
17900,-0.988
18000,-0.988
18100,-0.988
18200,-0.988
18300,-0.988
18400,-0.988
18500,-0.988
18600,-0.988
18700,-0.988
18800,-0.988
18900,-0.988
19000,-0.988
19100,-0.988
19200,-0.988
19300,-0.988
19400,-0.988
19500,-0.988
19600,-0.988
19700,-0.988
19800,-0.988
19900,-0.988
20000,-0.988
20100,-0.988
20200,-0.988
20300,-0.988
20400,-0.988
