Time step,Max. Reward,Max. Mismatch Reward
17600,7.41,6.953
17700,7.41,6.953
17800,7.41,6.953
17900,7.41,6.953
18000,7.41,6.953
18100,7.41,6.953
18200,7.41,6.953
18300,7.41,6.953
18400,7.41,6.953
18500,7.41,6.953
18600,7.41,6.953
18700,7.41,6.953
18800,7.41,6.953
18900,7.41,6.953
19000,7.41,6.953
19100,7.41,6.953
19200,7.41,6.953
19300,7.41,6.953
19400,7.41,6.953
19500,7.41,6.953
19600,7.41,6.953
19700,7.41,6.953
19800,7.41,6.953
19900,7.41,6.953
20000,7.41,6.953
20100,7.41,6.953
20200,7.41,6.953
20300,7.41,6.953
20400,7.41,6.953
20500,7.41,6.953
20600,7.41,6.953
20700,7.41,6.953
20800,7.41,6.953
20900,7.41,6.953
21000,7.41,6.953
21100,7.41,6.953
21200,7.41,6.953
21300,7.41,6.953
21400,7.41,6.953
21500,7.41,6.953
21600,7.41,6.953
21700,7.41,6.953
21800,7.41,6.953
21900,7.41,6.953
22000,7.41,6.953
22100,7.41,6.953
22200,7.41,6.953
22300,7.41,6.953
22400,7.41,6.953
22500,7.41,6.953
22600,7.41,6.953
22700,7.41,6.953
22800,7.41,6.953
22900,7.41,6.953
23000,7.41,6.953
23100,7.41,6.953
23200,7.41,6.953
23300,7.41,6.953
23400,7.41,6.953
23500,7.41,6.953
23600,7.41,6.953
23700,7.41,6.953
23800,7.41,6.953
23900,7.41,6.953
24000,7.41,6.953
24100,7.41,6.953
24200,7.41,7.601
24300,7.41,7.601
24400,7.41,7.805
24500,7.41,7.805
24600,7.41,7.805
24700,7.41,7.805
24800,7.41,7.805
24900,7.658,7.805
25000,7.658,8.468
25100,7.658,8.468
25200,7.658,8.468
25300,8.245,8.468
25400,8.245,9.186
25500,8.245,9.186
25600,8.364,9.186
25700,8.364,9.186
25800,8.364,9.186
25900,8.364,9.186
26000,8.364,9.186
26100,8.364,9.186
26200,8.364,9.556
26300,8.364,9.556
26400,9.253,9.556
26500,9.253,9.556
26600,9.253,9.556
26700,9.253,9.556
26800,9.253,9.556
26900,9.253,9.556
27000,9.253,9.556
27100,9.253,9.556
27200,9.253,9.556
27300,10.164,9.556
27400,10.164,9.556
27500,10.164,9.556
27600,10.164,9.556
27700,10.164,9.556
27800,10.164,9.556
27900,10.164,9.556
28000,10.164,9.556
28100,10.164,9.556
28200,10.164,9.556
28300,10.164,9.556
28400,10.164,9.556
28500,10.164,9.556
28600,10.164,9.556
28700,10.164,9.556
28800,10.164,9.556
28900,10.164,9.556
29000,10.164,9.556
29100,10.206,9.556
29200,10.206,9.556
29300,10.206,9.556
29400,10.206,9.556
29500,10.206,9.556
29600,10.206,9.556
29700,10.206,9.556
29800,10.206,9.556
29900,10.478,9.556
30000,10.478,9.556
30100,10.478,9.556
30200,10.478,9.556
30300,10.478,9.556
30400,10.478,9.556
30500,10.478,9.556
30600,10.478,9.556
30700,10.478,9.556
30800,10.478,9.556
30900,10.478,9.556
31000,10.478,9.556
31100,10.478,9.556
31200,10.478,9.556
31300,10.478,9.556
31400,10.478,9.556
31500,10.478,10.193
31600,10.478,10.193
31700,10.478,10.193
31800,10.478,10.193
31900,10.478,10.193
32000,10.478,10.193
32100,10.478,10.193
32200,10.478,10.193
32300,10.478,10.193
32400,10.478,10.193
32500,10.478,10.193
32600,10.478,10.193
32700,10.478,10.193
32800,10.478,10.193
32900,10.478,10.193
33000,10.478,10.193
33100,10.478,10.193
33200,10.478,10.193
33300,10.478,10.193
33400,10.478,10.193
33500,10.478,10.193
33600,10.478,10.193
33700,10.478,10.193
33800,10.478,10.193
33900,10.732,10.193
34000,10.732,10.193
34100,10.732,10.193
34200,10.732,10.193
34300,10.732,10.193
34400,11.615,10.193
34500,11.615,10.193
34600,11.615,10.193
34700,11.615,10.193
34800,11.615,10.193
34900,11.615,10.193
35000,11.615,10.193
35100,11.615,10.193
35200,11.615,10.193
35300,11.615,11.007
35400,11.615,11.007
35500,11.615,12.059
35600,11.615,12.059
35700,11.615,12.059
35800,11.615,12.059
35900,11.615,12.059
36000,11.615,12.059
36100,11.615,12.059
36200,11.615,12.059
36300,11.615,12.059
36400,11.615,12.059
36500,11.615,12.059
36600,11.615,12.059
36700,11.615,12.059
36800,11.615,12.059
36900,11.615,12.059
37000,11.615,12.059
37100,11.615,12.059
37200,11.615,12.059
37300,11.615,12.059
37400,11.615,12.059
37500,11.615,12.059
37600,11.615,12.059
37700,11.615,12.059
37800,11.615,12.059
37900,11.615,12.059
38000,11.615,12.059
38100,11.615,12.059
38200,11.615,12.059
38300,11.615,12.059
38400,11.615,12.059
38500,11.615,12.059
38600,11.615,12.059
38700,11.615,12.059
38800,11.615,12.059
38900,11.615,12.059
39000,11.615,12.059
39100,11.615,12.059
39200,11.615,12.059
39300,11.615,12.059
39400,11.615,12.059
39500,11.615,12.059
39600,11.615,12.059
39700,11.615,12.059
39800,11.615,12.059
39900,11.615,12.059
40000,11.615,12.059
40100,11.615,12.059
40200,11.615,12.059
40300,11.615,12.059
40400,11.615,12.059
40500,11.615,12.059
40600,11.615,12.059
40700,11.615,12.059
40800,11.615,12.059
40900,11.615,12.059
41000,11.615,12.059
41100,11.615,12.059
41200,11.615,12.059
41300,11.615,12.059
41400,11.615,12.059
41500,11.615,12.059
41600,11.615,12.059
41700,11.615,12.059
41800,11.615,12.059
41900,11.615,12.059
42000,11.615,12.059
42100,11.615,12.059
42200,11.615,12.059
42300,11.615,12.059
42400,11.615,12.059
42500,11.615,12.059
42600,11.615,12.059
42700,11.615,12.059
42800,11.615,12.059
42900,11.615,12.059
43000,11.615,12.059
43100,11.615,12.059
43200,11.615,12.059
43300,11.615,12.059
43400,11.615,12.059
43500,11.615,12.059
43600,11.615,12.059
43700,11.615,12.059
43800,11.615,12.059
43900,11.615,12.059
44000,11.615,12.059
44100,11.615,12.059
44200,11.615,12.059
44300,11.615,12.059
44400,11.615,12.059
44500,11.615,12.059
44600,11.615,12.059
44700,11.615,12.059
44800,11.615,12.059
44900,11.615,12.059
45000,11.615,12.059
45100,11.615,12.059
45200,11.615,12.059
45300,11.615,12.059
45400,11.615,12.059
45500,11.615,12.059
45600,11.615,12.059
45700,11.615,12.059
45800,11.615,12.059
45900,11.615,12.059
46000,11.615,12.059
46100,11.615,12.059
46200,11.615,12.059
46300,11.615,12.059
46400,11.615,12.059
46500,11.615,12.059
46600,11.615,12.059
46700,11.615,12.059
46800,11.615,12.059
46900,11.615,12.059
47000,11.615,12.059
47100,11.615,12.059
47200,11.615,12.059
47300,11.615,12.059
47400,11.615,12.059
47500,11.615,12.059
47600,11.615,12.059
47700,11.615,12.059
47800,11.615,12.059
47900,11.615,12.059
48000,11.615,12.059
48100,11.615,12.059
48200,11.615,12.059
48300,11.615,12.059
48400,11.615,12.059
48500,11.615,12.059
48600,11.615,12.059
48700,11.615,12.059
48800,11.615,12.059
48900,11.615,12.059
49000,11.615,12.059
49100,11.615,12.059
49200,11.615,12.059
49300,11.615,12.059
49400,11.615,12.059
49500,11.615,12.059
49600,11.615,12.059
49700,11.615,12.059
49800,11.615,12.059
49900,11.615,12.059
50000,11.615,12.059
